date,key_rate,inflation,usd_rub,brent
2022-04-28,17.0,17.8,115.0,110.0
2022-04-29,17.0,17.8,115.0,110.0
2022-05-02,17.0,17.8,115.0,110.0
2022-05-03,17.0,17.8,115.0,110.0
2022-05-04,17.0,17.8,115.0,110.0
2022-05-05,17.0,17.8,115.0,110.0
2022-05-06,17.0,17.8,115.0,110.0
2022-05-09,17.0,17.8,115.0,110.0
2022-05-10,17.0,17.8,115.0,110.0
2022-05-11,17.0,17.8,115.0,110.0
2022-05-12,17.0,17.8,115.0,110.0
2022-05-13,17.0,17.8,115.0,110.0
2022-05-16,17.0,17.8,115.0,110.0
2022-05-17,17.0,17.8,115.0,110.0
2022-05-18,17.0,17.8,115.0,110.0
2022-05-19,17.0,17.8,115.0,110.0
2022-05-20,17.0,17.8,115.0,110.0
2022-05-23,17.0,17.8,115.0,110.0
2022-05-24,17.0,17.8,115.0,110.0
2022-05-25,17.0,17.8,115.0,110.0
2022-05-26,17.0,17.8,115.0,110.0
2022-05-27,11.0,17.8,115.0,110.0
2022-05-30,11.0,17.8,115.0,110.0
2022-05-31,11.0,17.8,115.0,110.0
2022-06-01,11.0,17.8,57.0,110.0
2022-06-02,11.0,17.8,57.0,110.0
2022-06-03,11.0,17.8,57.0,110.0
2022-06-06,11.0,17.8,57.0,110.0
2022-06-07,11.0,17.8,57.0,110.0
2022-06-08,11.0,17.8,57.0,110.0
2022-06-09,11.0,17.8,57.0,110.0
2022-06-10,11.0,17.8,57.0,110.0
2022-06-13,11.0,17.8,57.0,110.0
2022-06-14,11.0,17.8,57.0,110.0
2022-06-15,11.0,17.8,57.0,110.0
2022-06-16,11.0,17.8,57.0,110.0
2022-06-17,11.0,17.8,57.0,110.0
2022-06-20,11.0,17.8,57.0,110.0
2022-06-21,11.0,17.8,57.0,110.0
2022-06-22,11.0,17.8,57.0,110.0
2022-06-23,11.0,17.8,57.0,110.0
2022-06-24,11.0,17.8,57.0,110.0
2022-06-27,11.0,17.8,57.0,110.0
2022-06-28,11.0,17.8,57.0,110.0
2022-06-29,11.0,17.8,57.0,110.0
2022-06-30,11.0,17.8,57.0,110.0
2022-07-01,11.0,15.1,57.0,110.0
2022-07-04,11.0,15.1,57.0,110.0
2022-07-05,11.0,15.1,57.0,110.0
2022-07-06,11.0,15.1,57.0,110.0
2022-07-07,11.0,15.1,57.0,110.0
2022-07-08,11.0,15.1,57.0,110.0
2022-07-11,11.0,15.1,57.0,110.0
2022-07-12,11.0,15.1,57.0,110.0
2022-07-13,11.0,15.1,57.0,110.0
2022-07-14,11.0,15.1,57.0,110.0
2022-07-15,11.0,15.1,57.0,110.0
2022-07-18,11.0,15.1,57.0,110.0
2022-07-19,11.0,15.1,57.0,110.0
2022-07-20,11.0,15.1,57.0,110.0
2022-07-21,11.0,15.1,57.0,110.0
2022-07-22,11.0,15.1,57.0,110.0
2022-07-25,8.0,15.1,57.0,110.0
2022-07-26,8.0,15.1,57.0,110.0
2022-07-27,8.0,15.1,57.0,110.0
2022-07-28,8.0,15.1,57.0,110.0
2022-07-29,8.0,15.1,57.0,110.0
2022-08-01,8.0,15.1,57.0,110.0
2022-08-02,8.0,15.1,57.0,110.0
2022-08-03,8.0,15.1,57.0,110.0
2022-08-04,8.0,15.1,57.0,110.0
2022-08-05,8.0,15.1,57.0,110.0
2022-08-08,8.0,15.1,57.0,110.0
2022-08-09,8.0,15.1,57.0,110.0
2022-08-10,8.0,15.1,57.0,110.0
2022-08-11,8.0,15.1,57.0,110.0
2022-08-12,8.0,15.1,57.0,110.0
2022-08-15,8.0,15.1,57.0,110.0
2022-08-16,8.0,15.1,57.0,110.0
2022-08-17,8.0,15.1,57.0,110.0
2022-08-18,8.0,15.1,57.0,110.0
2022-08-19,8.0,15.1,57.0,110.0
2022-08-22,8.0,15.1,57.0,110.0
2022-08-23,8.0,15.1,57.0,110.0
2022-08-24,8.0,15.1,57.0,110.0
2022-08-25,8.0,15.1,57.0,110.0
2022-08-26,8.0,15.1,57.0,110.0
2022-08-29,8.0,15.1,57.0,110.0
2022-08-30,8.0,15.1,57.0,110.0
2022-08-31,8.0,15.1,57.0,110.0
2022-09-01,8.0,15.1,57.0,110.0
2022-09-02,8.0,15.1,57.0,110.0
2022-09-05,8.0,15.1,57.0,110.0
2022-09-06,8.0,15.1,57.0,110.0
2022-09-07,8.0,15.1,57.0,110.0
2022-09-08,8.0,15.1,57.0,110.0
2022-09-09,8.0,15.1,57.0,110.0
2022-09-12,8.0,15.1,57.0,110.0
2022-09-13,8.0,15.1,57.0,110.0
2022-09-14,8.0,15.1,57.0,110.0
2022-09-15,8.0,15.1,57.0,110.0
2022-09-16,8.0,15.1,57.0,110.0
2022-09-19,7.5,15.1,57.0,110.0
2022-09-20,7.5,15.1,57.0,110.0
2022-09-21,7.5,15.1,57.0,110.0
2022-09-22,7.5,15.1,57.0,110.0
2022-09-23,7.5,15.1,57.0,110.0
2022-09-26,7.5,15.1,57.0,110.0
2022-09-27,7.5,15.1,57.0,110.0
2022-09-28,7.5,15.1,57.0,110.0
2022-09-29,7.5,15.1,57.0,110.0
2022-09-30,7.5,15.1,57.0,110.0
2022-10-03,7.5,15.1,57.0,110.0
2022-10-04,7.5,15.1,57.0,110.0
2022-10-05,7.5,15.1,57.0,110.0
2022-10-06,7.5,15.1,57.0,110.0
2022-10-07,7.5,15.1,57.0,110.0
2022-10-10,7.5,15.1,57.0,110.0
2022-10-11,7.5,15.1,57.0,110.0
2022-10-12,7.5,15.1,57.0,110.0
2022-10-13,7.5,15.1,57.0,110.0
2022-10-14,7.5,15.1,57.0,110.0
2022-10-17,7.5,15.1,57.0,110.0
2022-10-18,7.5,15.1,57.0,110.0
2022-10-19,7.5,15.1,57.0,110.0
2022-10-20,7.5,15.1,57.0,110.0
2022-10-21,7.5,15.1,57.0,110.0
2022-10-24,7.5,15.1,57.0,110.0
2022-10-25,7.5,15.1,57.0,110.0
2022-10-26,7.5,15.1,57.0,110.0
2022-10-27,7.5,15.1,57.0,110.0
2022-10-28,7.5,15.1,57.0,110.0
2022-10-31,7.5,15.1,57.0,110.0
2022-11-01,7.5,15.1,57.0,110.0
2022-11-02,7.5,15.1,57.0,110.0
2022-11-03,7.5,15.1,57.0,110.0
2022-11-04,7.5,15.1,57.0,110.0
2022-11-07,7.5,15.1,57.0,110.0
2022-11-08,7.5,15.1,57.0,110.0
2022-11-09,7.5,15.1,57.0,110.0
2022-11-10,7.5,15.1,57.0,110.0
2022-11-11,7.5,15.1,57.0,110.0
2022-11-14,7.5,15.1,57.0,110.0
2022-11-15,7.5,15.1,57.0,110.0
2022-11-16,7.5,15.1,57.0,110.0
2022-11-17,7.5,15.1,57.0,110.0
2022-11-18,7.5,15.1,57.0,110.0
2022-11-21,7.5,15.1,57.0,110.0
2022-11-22,7.5,15.1,57.0,110.0
2022-11-23,7.5,15.1,57.0,110.0
2022-11-24,7.5,15.1,57.0,110.0
2022-11-25,7.5,15.1,57.0,110.0
2022-11-28,7.5,15.1,57.0,110.0
2022-11-29,7.5,15.1,57.0,110.0
2022-11-30,7.5,15.1,57.0,110.0
2022-12-01,7.5,15.1,70.0,85.0
2022-12-02,7.5,15.1,70.0,85.0
2022-12-05,7.5,15.1,70.0,85.0
2022-12-06,7.5,15.1,70.0,85.0
2022-12-07,7.5,15.1,70.0,85.0
2022-12-08,7.5,15.1,70.0,85.0
2022-12-09,7.5,15.1,70.0,85.0
2022-12-12,7.5,15.1,70.0,85.0
2022-12-13,7.5,15.1,70.0,85.0
2022-12-14,7.5,15.1,70.0,85.0
2022-12-15,7.5,15.1,70.0,85.0
2022-12-16,7.5,15.1,70.0,85.0
2022-12-19,7.5,15.1,70.0,85.0
2022-12-20,7.5,15.1,70.0,85.0
2022-12-21,7.5,15.1,70.0,85.0
2022-12-22,7.5,15.1,70.0,85.0
2022-12-23,7.5,15.1,70.0,85.0
2022-12-26,7.5,15.1,70.0,85.0
2022-12-27,7.5,15.1,70.0,85.0
2022-12-28,7.5,15.1,70.0,85.0
2022-12-29,7.5,15.1,70.0,85.0
2022-12-30,7.5,15.1,70.0,85.0
2023-01-02,7.5,11.8,70.0,85.0
2023-01-03,7.5,11.8,70.0,85.0
2023-01-04,7.5,11.8,70.0,85.0
2023-01-05,7.5,11.8,70.0,85.0
2023-01-06,7.5,11.8,70.0,85.0
2023-01-09,7.5,11.8,70.0,85.0
2023-01-10,7.5,11.8,70.0,85.0
2023-01-11,7.5,11.8,70.0,85.0
2023-01-12,7.5,11.8,70.0,85.0
2023-01-13,7.5,11.8,70.0,85.0
2023-01-16,7.5,11.8,70.0,85.0
2023-01-17,7.5,11.8,70.0,85.0
2023-01-18,7.5,11.8,70.0,85.0
2023-01-19,7.5,11.8,70.0,85.0
2023-01-20,7.5,11.8,70.0,85.0
2023-01-23,7.5,11.8,70.0,85.0
2023-01-24,7.5,11.8,70.0,85.0
2023-01-25,7.5,11.8,70.0,85.0
2023-01-26,7.5,11.8,70.0,85.0
2023-01-27,7.5,11.8,70.0,85.0
2023-01-30,7.5,11.8,70.0,85.0
2023-01-31,7.5,11.8,70.0,85.0
2023-02-01,7.5,11.8,70.0,85.0
2023-02-02,7.5,11.8,70.0,85.0
2023-02-03,7.5,11.8,70.0,85.0
2023-02-06,7.5,11.8,70.0,85.0
2023-02-07,7.5,11.8,70.0,85.0
2023-02-08,7.5,11.8,70.0,85.0
2023-02-09,7.5,11.8,70.0,85.0
2023-02-10,7.5,11.8,70.0,85.0
2023-02-13,7.5,11.8,70.0,85.0
2023-02-14,7.5,11.8,70.0,85.0
2023-02-15,7.5,11.8,70.0,85.0
2023-02-16,7.5,11.8,70.0,85.0
2023-02-17,7.5,11.8,70.0,85.0
2023-02-20,7.5,11.8,70.0,85.0
2023-02-21,7.5,11.8,70.0,85.0
2023-02-22,7.5,11.8,70.0,85.0
2023-02-23,7.5,11.8,70.0,85.0
2023-02-24,7.5,11.8,70.0,85.0
2023-02-27,7.5,11.8,70.0,85.0
2023-02-28,7.5,11.8,70.0,85.0
2023-03-01,7.5,11.8,70.0,85.0
2023-03-02,7.5,11.8,70.0,85.0
2023-03-03,7.5,11.8,70.0,85.0
2023-03-06,7.5,11.8,70.0,85.0
2023-03-07,7.5,11.8,70.0,85.0
2023-03-08,7.5,11.8,70.0,85.0
2023-03-09,7.5,11.8,70.0,85.0
2023-03-10,7.5,11.8,70.0,85.0
2023-03-13,7.5,11.8,70.0,85.0
2023-03-14,7.5,11.8,70.0,85.0
2023-03-15,7.5,11.8,70.0,85.0
2023-03-16,7.5,11.8,70.0,85.0
2023-03-17,7.5,11.8,70.0,85.0
2023-03-20,7.5,11.8,70.0,85.0
2023-03-21,7.5,11.8,70.0,85.0
2023-03-22,7.5,11.8,70.0,85.0
2023-03-23,7.5,11.8,70.0,85.0
2023-03-24,7.5,11.8,70.0,85.0
2023-03-27,7.5,11.8,70.0,85.0
2023-03-28,7.5,11.8,70.0,85.0
2023-03-29,7.5,11.8,70.0,85.0
2023-03-30,7.5,11.8,70.0,85.0
2023-03-31,7.5,11.8,70.0,85.0
2023-04-03,7.5,11.8,70.0,85.0
2023-04-04,7.5,11.8,70.0,85.0
2023-04-05,7.5,11.8,70.0,85.0
2023-04-06,7.5,11.8,70.0,85.0
2023-04-07,7.5,11.8,70.0,85.0
2023-04-10,7.5,11.8,70.0,85.0
2023-04-11,7.5,11.8,70.0,85.0
2023-04-12,7.5,11.8,70.0,85.0
2023-04-13,7.5,11.8,70.0,85.0
2023-04-14,7.5,11.8,70.0,85.0
2023-04-17,7.5,11.8,70.0,85.0
2023-04-18,7.5,11.8,70.0,85.0
2023-04-19,7.5,11.8,70.0,85.0
2023-04-20,7.5,11.8,70.0,85.0
2023-04-21,7.5,11.8,70.0,85.0
2023-04-24,7.5,11.8,70.0,85.0
2023-04-25,7.5,11.8,70.0,85.0
2023-04-26,7.5,11.8,70.0,85.0
2023-04-27,7.5,11.8,70.0,85.0
2023-04-28,7.5,11.8,70.0,85.0
2023-05-01,7.5,11.8,70.0,85.0
2023-05-02,7.5,11.8,70.0,85.0
2023-05-03,7.5,11.8,70.0,85.0
2023-05-04,7.5,11.8,70.0,85.0
2023-05-05,7.5,11.8,70.0,85.0
2023-05-08,7.5,11.8,70.0,85.0
2023-05-09,7.5,11.8,70.0,85.0
2023-05-10,7.5,11.8,70.0,85.0
2023-05-11,7.5,11.8,70.0,85.0
2023-05-12,7.5,11.8,70.0,85.0
2023-05-15,7.5,11.8,70.0,85.0
2023-05-16,7.5,11.8,70.0,85.0
2023-05-17,7.5,11.8,70.0,85.0
2023-05-18,7.5,11.8,70.0,85.0
2023-05-19,7.5,11.8,70.0,85.0
2023-05-22,7.5,11.8,70.0,85.0
2023-05-23,7.5,11.8,70.0,85.0
2023-05-24,7.5,11.8,70.0,85.0
2023-05-25,7.5,11.8,70.0,85.0
2023-05-26,7.5,11.8,70.0,85.0
2023-05-29,7.5,11.8,70.0,85.0
2023-05-30,7.5,11.8,70.0,85.0
2023-05-31,7.5,11.8,70.0,85.0
2023-06-01,7.5,11.8,85.0,75.0
2023-06-02,7.5,11.8,85.0,75.0
2023-06-05,7.5,11.8,85.0,75.0
2023-06-06,7.5,11.8,85.0,75.0
2023-06-07,7.5,11.8,85.0,75.0
2023-06-08,7.5,11.8,85.0,75.0
2023-06-09,7.5,11.8,85.0,75.0
2023-06-12,7.5,11.8,85.0,75.0
2023-06-13,7.5,11.8,85.0,75.0
2023-06-14,7.5,11.8,85.0,75.0
2023-06-15,7.5,11.8,85.0,75.0
2023-06-16,7.5,11.8,85.0,75.0
2023-06-19,7.5,11.8,85.0,75.0
2023-06-20,7.5,11.8,85.0,75.0
2023-06-21,7.5,11.8,85.0,75.0
2023-06-22,7.5,11.8,85.0,75.0
2023-06-23,7.5,11.8,85.0,75.0
2023-06-26,7.5,11.8,85.0,75.0
2023-06-27,7.5,11.8,85.0,75.0
2023-06-28,7.5,11.8,85.0,75.0
2023-06-29,7.5,11.8,85.0,75.0
2023-06-30,7.5,11.8,85.0,75.0
2023-07-03,7.5,4.3,85.0,75.0
2023-07-04,7.5,4.3,85.0,75.0
2023-07-05,7.5,4.3,85.0,75.0
2023-07-06,7.5,4.3,85.0,75.0
2023-07-07,7.5,4.3,85.0,75.0
2023-07-10,7.5,4.3,85.0,75.0
2023-07-11,7.5,4.3,85.0,75.0
2023-07-12,7.5,4.3,85.0,75.0
2023-07-13,7.5,4.3,85.0,75.0
2023-07-14,7.5,4.3,85.0,75.0
2023-07-17,7.5,4.3,85.0,75.0
2023-07-18,7.5,4.3,85.0,75.0
2023-07-19,7.5,4.3,85.0,75.0
2023-07-20,7.5,4.3,85.0,75.0
2023-07-21,8.5,4.3,85.0,75.0
2023-07-24,8.5,4.3,85.0,75.0
2023-07-25,8.5,4.3,85.0,75.0
2023-07-26,8.5,4.3,85.0,75.0
2023-07-27,8.5,4.3,85.0,75.0
2023-07-28,8.5,4.3,85.0,75.0
2023-07-31,8.5,4.3,85.0,75.0
2023-08-01,8.5,4.3,85.0,75.0
2023-08-02,8.5,4.3,85.0,75.0
2023-08-03,8.5,4.3,85.0,75.0
2023-08-04,8.5,4.3,85.0,75.0
2023-08-07,8.5,4.3,85.0,75.0
2023-08-08,8.5,4.3,85.0,75.0
2023-08-09,8.5,4.3,85.0,75.0
2023-08-10,8.5,4.3,85.0,75.0
2023-08-11,8.5,4.3,85.0,75.0
2023-08-14,8.5,4.3,85.0,75.0
2023-08-15,8.5,4.3,85.0,75.0
2023-08-16,8.5,4.3,85.0,75.0
2023-08-17,8.5,4.3,85.0,75.0
2023-08-18,8.5,4.3,85.0,75.0
2023-08-21,8.5,4.3,85.0,75.0
2023-08-22,8.5,4.3,85.0,75.0
2023-08-23,8.5,4.3,85.0,75.0
2023-08-24,8.5,4.3,85.0,75.0
2023-08-25,8.5,4.3,85.0,75.0
2023-08-28,8.5,4.3,85.0,75.0
2023-08-29,8.5,4.3,85.0,75.0
2023-08-30,8.5,4.3,85.0,75.0
2023-08-31,8.5,4.3,85.0,75.0
2023-09-01,8.5,4.3,85.0,75.0
2023-09-04,8.5,4.3,85.0,75.0
2023-09-05,8.5,4.3,85.0,75.0
2023-09-06,8.5,4.3,85.0,75.0
2023-09-07,8.5,4.3,85.0,75.0
2023-09-08,8.5,4.3,85.0,75.0
2023-09-11,8.5,4.3,85.0,75.0
2023-09-12,8.5,4.3,85.0,75.0
2023-09-13,8.5,4.3,85.0,75.0
2023-09-14,8.5,4.3,85.0,75.0
2023-09-15,13.0,4.3,85.0,75.0
2023-09-18,13.0,4.3,85.0,75.0
2023-09-19,13.0,4.3,85.0,75.0
2023-09-20,13.0,4.3,85.0,75.0
2023-09-21,13.0,4.3,85.0,75.0
2023-09-22,13.0,4.3,85.0,75.0
2023-09-25,13.0,4.3,85.0,75.0
2023-09-26,13.0,4.3,85.0,75.0
2023-09-27,13.0,4.3,85.0,75.0
2023-09-28,13.0,4.3,85.0,75.0
2023-09-29,13.0,4.3,85.0,75.0
2023-10-02,13.0,4.3,85.0,75.0
2023-10-03,13.0,4.3,85.0,75.0
2023-10-04,13.0,4.3,85.0,75.0
2023-10-05,13.0,4.3,85.0,75.0
2023-10-06,13.0,4.3,85.0,75.0
2023-10-09,13.0,4.3,85.0,75.0
2023-10-10,13.0,4.3,85.0,75.0
2023-10-11,13.0,4.3,85.0,75.0
2023-10-12,13.0,4.3,85.0,75.0
2023-10-13,13.0,4.3,85.0,75.0
2023-10-16,13.0,4.3,85.0,75.0
2023-10-17,13.0,4.3,85.0,75.0
2023-10-18,13.0,4.3,85.0,75.0
2023-10-19,13.0,4.3,85.0,75.0
2023-10-20,13.0,4.3,85.0,75.0
2023-10-23,13.0,4.3,85.0,75.0
2023-10-24,13.0,4.3,85.0,75.0
2023-10-25,13.0,4.3,85.0,75.0
2023-10-26,13.0,4.3,85.0,75.0
2023-10-27,13.0,4.3,85.0,75.0
2023-10-30,15.0,4.3,85.0,75.0
2023-10-31,15.0,4.3,85.0,75.0
2023-11-01,15.0,4.3,85.0,75.0
2023-11-02,15.0,4.3,85.0,75.0
2023-11-03,15.0,4.3,85.0,75.0
2023-11-06,15.0,4.3,85.0,75.0
2023-11-07,15.0,4.3,85.0,75.0
2023-11-08,15.0,4.3,85.0,75.0
2023-11-09,15.0,4.3,85.0,75.0
2023-11-10,15.0,4.3,85.0,75.0
2023-11-13,15.0,4.3,85.0,75.0
2023-11-14,15.0,4.3,85.0,75.0
2023-11-15,15.0,4.3,85.0,75.0
2023-11-16,15.0,4.3,85.0,75.0
2023-11-17,15.0,4.3,85.0,75.0
2023-11-20,15.0,4.3,85.0,75.0
2023-11-21,15.0,4.3,85.0,75.0
2023-11-22,15.0,4.3,85.0,75.0
2023-11-23,15.0,4.3,85.0,75.0
2023-11-24,15.0,4.3,85.0,75.0
2023-11-27,15.0,4.3,85.0,75.0
2023-11-28,15.0,4.3,85.0,75.0
2023-11-29,15.0,4.3,85.0,75.0
2023-11-30,15.0,4.3,85.0,75.0
2023-12-01,15.0,4.3,90.0,77.0
2023-12-04,15.0,4.3,90.0,77.0
2023-12-05,15.0,4.3,90.0,77.0
2023-12-06,15.0,4.3,90.0,77.0
2023-12-07,15.0,4.3,90.0,77.0
2023-12-08,15.0,4.3,90.0,77.0
2023-12-11,15.0,4.3,90.0,77.0
2023-12-12,15.0,4.3,90.0,77.0
2023-12-13,15.0,4.3,90.0,77.0
2023-12-14,15.0,4.3,90.0,77.0
2023-12-15,16.0,4.3,90.0,77.0
2023-12-18,16.0,4.3,90.0,77.0
2023-12-19,16.0,4.3,90.0,77.0
2023-12-20,16.0,4.3,90.0,77.0
2023-12-21,16.0,4.3,90.0,77.0
2023-12-22,16.0,4.3,90.0,77.0
2023-12-25,16.0,4.3,90.0,77.0
2023-12-26,16.0,4.3,90.0,77.0
2023-12-27,16.0,4.3,90.0,77.0
2023-12-28,16.0,4.3,90.0,77.0
2023-12-29,16.0,4.3,90.0,77.0
2024-01-01,16.0,7.4,90.0,77.0
2024-01-02,16.0,7.4,90.0,77.0
2024-01-03,16.0,7.4,90.0,77.0
2024-01-04,16.0,7.4,90.0,77.0
2024-01-05,16.0,7.4,90.0,77.0
2024-01-08,16.0,7.4,90.0,77.0
2024-01-09,16.0,7.4,90.0,77.0
2024-01-10,16.0,7.4,90.0,77.0
2024-01-11,16.0,7.4,90.0,77.0
2024-01-12,16.0,7.4,90.0,77.0
2024-01-15,16.0,7.4,90.0,77.0
2024-01-16,16.0,7.4,90.0,77.0
2024-01-17,16.0,7.4,90.0,77.0
2024-01-18,16.0,7.4,90.0,77.0
2024-01-19,16.0,7.4,90.0,77.0
2024-01-22,16.0,7.4,90.0,77.0
2024-01-23,16.0,7.4,90.0,77.0
2024-01-24,16.0,7.4,90.0,77.0
2024-01-25,16.0,7.4,90.0,77.0
2024-01-26,16.0,7.4,90.0,77.0
2024-01-29,16.0,7.4,90.0,77.0
2024-01-30,16.0,7.4,90.0,77.0
2024-01-31,16.0,7.4,90.0,77.0
2024-02-01,16.0,7.4,90.0,77.0
2024-02-02,16.0,7.4,90.0,77.0
2024-02-05,16.0,7.4,90.0,77.0
2024-02-06,16.0,7.4,90.0,77.0
2024-02-07,16.0,7.4,90.0,77.0
2024-02-08,16.0,7.4,90.0,77.0
2024-02-09,16.0,7.4,90.0,77.0
2024-02-12,16.0,7.4,90.0,77.0
2024-02-13,16.0,7.4,90.0,77.0
2024-02-14,16.0,7.4,90.0,77.0
2024-02-15,16.0,7.4,90.0,77.0
2024-02-16,16.0,7.4,90.0,77.0
2024-02-19,16.0,7.4,90.0,77.0
2024-02-20,16.0,7.4,90.0,77.0
2024-02-21,16.0,7.4,90.0,77.0
2024-02-22,16.0,7.4,90.0,77.0
2024-02-23,16.0,7.4,90.0,77.0
2024-02-26,16.0,7.4,90.0,77.0
2024-02-27,16.0,7.4,90.0,77.0
2024-02-28,16.0,7.4,90.0,77.0
2024-02-29,16.0,7.4,90.0,77.0
2024-03-01,16.0,7.4,90.0,77.0
2024-03-04,16.0,7.4,90.0,77.0
2024-03-05,16.0,7.4,90.0,77.0
2024-03-06,16.0,7.4,90.0,77.0
2024-03-07,16.0,7.4,90.0,77.0
2024-03-08,16.0,7.4,90.0,77.0
2024-03-11,16.0,7.4,90.0,77.0
2024-03-12,16.0,7.4,90.0,77.0
2024-03-13,16.0,7.4,90.0,77.0
2024-03-14,16.0,7.4,90.0,77.0
2024-03-15,16.0,7.4,90.0,77.0
2024-03-18,16.0,7.4,90.0,77.0
2024-03-19,16.0,7.4,90.0,77.0
2024-03-20,16.0,7.4,90.0,77.0
2024-03-21,16.0,7.4,90.0,77.0
2024-03-22,16.0,7.4,90.0,77.0
2024-03-25,16.0,7.4,90.0,77.0
2024-03-26,16.0,7.4,90.0,77.0
2024-03-27,16.0,7.4,90.0,77.0
2024-03-28,16.0,7.4,90.0,77.0
2024-03-29,16.0,7.4,90.0,77.0
2024-04-01,16.0,7.4,90.0,77.0
2024-04-02,16.0,7.4,90.0,77.0
2024-04-03,16.0,7.4,90.0,77.0
2024-04-04,16.0,7.4,90.0,77.0
2024-04-05,16.0,7.4,90.0,77.0
2024-04-08,16.0,7.4,90.0,77.0
2024-04-09,16.0,7.4,90.0,77.0
2024-04-10,16.0,7.4,90.0,77.0
2024-04-11,16.0,7.4,90.0,77.0
2024-04-12,16.0,7.4,90.0,77.0
2024-04-15,16.0,7.4,90.0,77.0
2024-04-16,16.0,7.4,90.0,77.0
2024-04-17,16.0,7.4,90.0,77.0
2024-04-18,16.0,7.4,90.0,77.0
2024-04-19,16.0,7.4,90.0,77.0
2024-04-22,16.0,7.4,90.0,77.0
2024-04-23,16.0,7.4,90.0,77.0
2024-04-24,16.0,7.4,90.0,77.0
2024-04-25,16.0,7.4,90.0,77.0
2024-04-26,16.0,7.4,90.0,77.0
2024-04-29,16.0,7.4,90.0,77.0
2024-04-30,16.0,7.4,90.0,77.0
2024-05-01,16.0,7.4,90.0,77.0
2024-05-02,16.0,7.4,90.0,77.0
2024-05-03,16.0,7.4,90.0,77.0
2024-05-06,16.0,7.4,90.0,77.0
2024-05-07,16.0,7.4,90.0,77.0
2024-05-08,16.0,7.4,90.0,77.0
2024-05-09,16.0,7.4,90.0,77.0
2024-05-10,16.0,7.4,90.0,77.0
2024-05-13,16.0,7.4,90.0,77.0
2024-05-14,16.0,7.4,90.0,77.0
2024-05-15,16.0,7.4,90.0,77.0
2024-05-16,16.0,7.4,90.0,77.0
2024-05-17,16.0,7.4,90.0,77.0
2024-05-20,16.0,7.4,90.0,77.0
2024-05-21,16.0,7.4,90.0,77.0
2024-05-22,16.0,7.4,90.0,77.0
2024-05-23,16.0,7.4,90.0,77.0
2024-05-24,16.0,7.4,90.0,77.0
2024-05-27,16.0,7.4,90.0,77.0
2024-05-28,16.0,7.4,90.0,77.0
2024-05-29,16.0,7.4,90.0,77.0
2024-05-30,16.0,7.4,90.0,77.0
2024-05-31,16.0,7.4,90.0,77.0
2024-06-03,16.0,7.4,88.0,82.0
2024-06-04,16.0,7.4,88.0,82.0
2024-06-05,16.0,7.4,88.0,82.0
2024-06-06,16.0,7.4,88.0,82.0
2024-06-07,16.0,7.4,88.0,82.0
2024-06-10,16.0,7.4,88.0,82.0
2024-06-11,16.0,7.4,88.0,82.0
2024-06-12,16.0,7.4,88.0,82.0
2024-06-13,16.0,7.4,88.0,82.0
2024-06-14,16.0,7.4,88.0,82.0
2024-06-17,16.0,7.4,88.0,82.0
2024-06-18,16.0,7.4,88.0,82.0
2024-06-19,16.0,7.4,88.0,82.0
2024-06-20,16.0,7.4,88.0,82.0
2024-06-21,16.0,7.4,88.0,82.0
2024-06-24,16.0,7.4,88.0,82.0
2024-06-25,16.0,7.4,88.0,82.0
2024-06-26,16.0,7.4,88.0,82.0
2024-06-27,16.0,7.4,88.0,82.0
2024-06-28,16.0,7.4,88.0,82.0
2024-07-01,16.0,8.9,88.0,82.0
2024-07-02,16.0,8.9,88.0,82.0
2024-07-03,16.0,8.9,88.0,82.0
2024-07-04,16.0,8.9,88.0,82.0
2024-07-05,16.0,8.9,88.0,82.0
2024-07-08,16.0,8.9,88.0,82.0
2024-07-09,16.0,8.9,88.0,82.0
2024-07-10,16.0,8.9,88.0,82.0
2024-07-11,16.0,8.9,88.0,82.0
2024-07-12,16.0,8.9,88.0,82.0
2024-07-15,16.0,8.9,88.0,82.0
2024-07-16,16.0,8.9,88.0,82.0
2024-07-17,16.0,8.9,88.0,82.0
2024-07-18,16.0,8.9,88.0,82.0
2024-07-19,16.0,8.9,88.0,82.0
2024-07-22,16.0,8.9,88.0,82.0
2024-07-23,16.0,8.9,88.0,82.0
2024-07-24,16.0,8.9,88.0,82.0
2024-07-25,16.0,8.9,88.0,82.0
2024-07-26,18.0,8.9,88.0,82.0
2024-07-29,18.0,8.9,88.0,82.0
2024-07-30,18.0,8.9,88.0,82.0
2024-07-31,18.0,8.9,88.0,82.0
2024-08-01,18.0,8.9,88.0,82.0
2024-08-02,18.0,8.9,88.0,82.0
2024-08-05,18.0,8.9,88.0,82.0
2024-08-06,18.0,8.9,88.0,82.0
2024-08-07,18.0,8.9,88.0,82.0
2024-08-08,18.0,8.9,88.0,82.0
2024-08-09,18.0,8.9,88.0,82.0
2024-08-12,18.0,8.9,88.0,82.0
2024-08-13,18.0,8.9,88.0,82.0
2024-08-14,18.0,8.9,88.0,82.0
2024-08-15,18.0,8.9,88.0,82.0
2024-08-16,18.0,8.9,88.0,82.0
2024-08-19,18.0,8.9,88.0,82.0
2024-08-20,18.0,8.9,88.0,82.0
2024-08-21,18.0,8.9,88.0,82.0
2024-08-22,18.0,8.9,88.0,82.0
2024-08-23,18.0,8.9,88.0,82.0
